,id,title,brand,rating,rating_count,pricing,shipping,Image_URL,item_features
2217,9SIA4REH8N6573,"MSI GeForce RTX 3080 GAMING Z TRIO 10G (LHR) Graphics Card, 10GB 320-bit GDDR6X, PCI Express 4.0, 1×HDMI2.1 Interface, 3×DisplayPort1.4a Interface",MSI,,,"1,120.98",Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES2112210ESD1ZE0.jpg,"[('Model #: ', 'MSI RTX 3080 GAMING Z TRIO 10G LHR'), ('Return Policy: ', 'View Return Policy')]"
2218,9SIA25VC2X8834,Radeon 7750 SFF 1GB DDR3 3M 2x HDMI miniDP Graphics Card 900574,,,,165.41,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AP81D200902EZ9E2.jpg,"[('Model #: ', 'A0lY8-B009ZQ5HW6'), ('Item #: ', '9SIA25VC2X8834'), ('Return Policy: ', 'View Return Policy')]"
2219,9SIARPHJUS8988,ASUS GeForce GTX 1050 Ti 90YV0A71-M0NA00 4GB 128-Bit GDDR5 PCI Express 3.0 Video Card,ASUS,,,168.09,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-126-240-S02.jpg,"[('Core Clock:', '1341 MHz'), ('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '1 x DisplayPort'), ('DVI:', '1 x DVI'), ('Model #: ', '90YV0A71-M0NA00'), ('Return Policy: ', 'View Return Policy')]"
2220,9SIA4RE8VE4906,"CORN GTX 1060 192-Bit 3GB GDDR5 Graphic Card with dual fans DirectX12 Video Card GPU PCI Express 3.0 DP/DVI-D/HDMI,Play for LOL,PUBG,OW,War Thunder etc.",Corn Electronics,+ 5,1,169.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A4RE_131964891917483856VGrkriAnYG.jpg,"[('Core Clock:', '1709MHz'), ('DisplayPort:', '1 x DisplayPort'), ('DVI:', '1 x DVI'), ('HDMI:', '1 x HDMI'), ('Model #: ', 'DZ-XK-018-GTX1060'), ('Item #: ', '9SIA4RE8VE4906'), ('Return Policy: ', 'View Return Policy')]"
2221,9SIA4RE8Y68325,"CORN GTX 1050Ti 128-Bit 4GB GDDR5 Graphic 6Pin Card with dual fans DirectX12 Video Card GPU PCI Express 3.0 VGA/DVI-D/HDMI,Play for Apex,LOL,PUBG,OW,War Thunder etc.",Corn Electronics,+ 5,1,134.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES23041108SSF993.jpg,"[('DVI:', '1 x DVI'), ('HDMI:', '1 x HDMI'), ('DirectX:', 'DirectX 12'), ('Chipset Manufacturer:', 'NVIDIA'), ('Model #: ', 'DZ-XK-022-GTX1050TI'), ('Item #: ', '9SIA4RE8Y68325'), ('Return Policy: ', 'View Return Policy')]"
2222,9SIB7VEK059424,MSI GeForce GT 730 2G DDR3 PCI Express 2.0 x16 Video Card N730-2GD3,MSI,,,109.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/B7VES2307030DFD6K24.jpg,"[('Model #: ', 'BEMSIN730-2GD3'), ('Item #: ', '9SIB7VEK059424'), ('Return Policy: ', 'View Return Policy')]"
2223,9SIARPHJUU9662,"GIGABYTE AORUS Radeon RX 5700 XT 8G Graphics Card, PCIe 4.0, 8GB 256-Bit GDDR6, GV-R57XTAORUS-8GD Video Card",GIGABYTE,3.9,63,489.39,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-235-01.jpg,"[('Core Clock:', '1770 MHz'), ('Max Resolution:', '7680 x 4320 @ 60 Hz'), ('DisplayPort:', '3 x DisplayPort 1.4'), ('HDMI:', '1 x HDMI 2.0b \n2 x HDMI 1.4b'), ('Model #: ', 'GV-R57XTAORUS-8GD'), ('Return Policy: ', 'View Return Policy')]"
2224,9SIAYTVHAE7598,"GIGABYTE GeForce RTX 3080 GAMING OC 10G (LHR) Graphics Card, 10GB 320-Bit GDDR6X, PCI Express 4.0, 2 x HDMI 2.1, 3 x DisplayPort 1.4a",GIGABYTE,,,799.99,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES2112140CCQWHE5.jpg,"[('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4a'), ('HDMI:', '2 x HDMI 2.1'), ('Card Dimensions (L x H):', '12.60"" x 5.08""'), ('Model #: ', 'GIGABYTE RTX 3080 GAMING OC 10G LHR'), ('Return Policy: ', 'View Return Policy')]"
2225,9SIAYTVGMK3328,ASUS Dual GeForce RTX 3060 Ti V2 MINI OC Edition 8GB GDDR6 PCI Express 4.0 Video Card DUAL-RTX3060TI-O8G-MINI-V2 (LHR),ASUS,,,449.99,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AYTVS2111250UJ5LBAA.jpg,"[('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4a'), ('HDMI:', '1 x HDMI 2.1'), ('Card Dimensions (L x H):', '7.87"" x 4.84""'), ('Model #: ', 'B-ASUS DUAL-RTX3060TI-O8G-MINI-V2'), ('Return Policy: ', 'View Return Policy')]"
2226,9SIA4REGN01518,"GIGABYTE GeForce GTX 1050 D5 2G (OEM) Video Card,2GB 128-bit GDDR5 PCI Express 3.0 x16,1493MHz Core Frequency,1×HDMI interface, 1×DVI interface, 1×DisplayPort",GIGABYTE,,,168.63,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES2111090HIKQ5D6.jpg,"[('Model #: ', 'GIGABYTE GeForce GTX 1050 D5 2G'), ('Return Policy: ', 'View Return Policy')]"
2227,9SIA4RE99K3409,"CORN AMD RX560 128-Bit 4GB GDDR5 Graphic Card support DirectX12 with dual fans Video Card GPU PCI Express 3.0 DP/DVI-D/HDMI,Play for LOL,DOTA,COD,War Thunder etc.",Corn Electronics,2.2,6,119.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A4RE_132091872229198151TsyewNTp3l.jpg,"[('Core Clock:', '1050MHz'), ('DisplayPort:', '1 x DisplayPort'), ('DVI:', '1 x DVI'), ('HDMI:', '1 x HDMI'), ('Model #: ', 'DZ-XK-019-RX560-2G-A'), ('Item #: ', '9SIA4RE99K3409'), ('Return Policy: ', 'View Return Policy')]"
2228,9SIAYTVGMK3331,ASUS Dual GeForce RTX 3060 Ti V2 OC Edition 8GB GDDR6 PCI Express 4.0 Video Card DUAL-RTX3060TI-O8G-V2 (LHR),ASUS,,,459.99,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AYTVS2111250UKJSC5B.jpg,"[('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4a'), ('HDMI:', '2 x HDMI 2.1'), ('Card Dimensions (L x H):', '10.56"" x 5.35""'), ('Model #: ', 'C-ASUS DUAL-RTX3060Ti-O8G-V2'), ('Return Policy: ', 'View Return Policy')]"
2229,9SIAYTVH699129,GIGABYTE AORUS GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N307TAORUS M-8GD,GIGABYTE,,,749.99,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/APMXD210810100SH4.jpg,"[('Model #: ', 'XLR-22'), ('Return Policy: ', 'View Return Policy')]"
2230,9SIA4REH883811,"ASUS TUF Gaming Radeon RX 6800 XT 16GB Overclocked Graphics Card, 16GB 256-bit GDDR6, Support PCI Express 4.0,1 x HDMI 2.1, 3 x DisplayPort1.4a",ASUS,,,987.03,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES2112100CVBMT25.jpg,"[('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4a'), ('HDMI:', '1 x HDMI 2.1'), ('Card Dimensions (L x H):', '13 "" x 5.52 ""'), ('Model #: ', 'ASUS TUF RX 6800 XT O16G GAMING'), ('Item #: ', '9SIA4REH883811'), ('Return Policy: ', 'View Return Policy')]"
2231,9SIAGGGHSH8916,MSI Gaming GeForce GTX 1660 Super 192-bit HDMI/DP 6GB GDRR6 HDCP Support DirectX 12 Dual Fan VR Ready OC Graphics Card (GTX 1660 Super Gaming X),MSI,,,359.99,$30.00 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AFUSD200713AQOEC.jpg,"[('Model #: ', '32001106116670'), ('Return Policy: ', 'View Return Policy')]"
2232,9SIARPHJJN5672,MSI GeForce GTX 1660 Ti DirectX 12 GTX 1660 TI GAMING X 6G 6GB 192-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,MSI,+ 5,2,326.27,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AG7R_131982158712147048V9aXt2rvCd.jpg,"[('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4'), ('HDMI:', '1 x HDMI 2.0b'), ('Card Dimensions (L x H):', '9.72"" x 5.00""'), ('Model #: ', 'M*GAMING X 6G'), ('Item #: ', '9SIARPHJJN5672'), ('Return Policy: ', 'View Return Policy')]"
2233,9SIA4REH877889,"GIGABYTE Radeon RX 6700 XT GAMING OC 12G Graphics Card, 12GB 192-bit GDDR6, Support PCI Express 4.0,WINDFORCE 3X Cooling System,2×HDMI Interface, 2×DisplayPort Interface",GIGABYTE,,,674.58,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES21120606I7DV84.jpg,"[('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '2 x DisplayPort 1.4a'), ('HDMI:', '3 x HDMI 2.1'), ('Card Dimensions (L x H):', '11.06"" x 4.53""'), ('Model #: ', 'GIGABYTE Radeon RX 6700 XT GAMING OC 12G'), ('Return Policy: ', 'View Return Policy')]"
2234,9SIA4REHDT9972,"ASRock Radeon RX 6700 XT Challenger D 12GB Graphics Card, 12GB 192-bit GDDR6, Support PCI Express 4.0,1×HDMI 2.1 Interface, 3×DisplayPort 1.4 Interface",ASRock,,,639.77,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES2201060I9WQV16.jpg,"[('Model #: ', 'ASROCK Radeon RX6700XT CLD 12G'), ('Return Policy: ', 'View Return Policy')]"
2235,9SIAYTVFSG4149,MSI Gaming GeForce RTX 3080 10GB GDDR6X PCI Express 4.0 ATX Video Card RTX 3080 GAMING Z TRIO 10G LHR,MSI,,,950.99,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AYTVD210902JA04G.jpg,"[('Model #: ', 'LHR-10'), ('Return Policy: ', 'View Return Policy')]"
2236,9SIAGGGHSJ0667,GIGABYTE Eagle OC GeForce RTX 3060 Ti 8GB GDDR6 PCI Express 4.0 ATX Video Card GV-N306TEAGLE OC-8GD (rev. 2.0) (LHR),GIGABYTE,,,469.99,$10.00 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/APMXS211029lGQ1R.jpg,"[('Model #: ', 'XRL-97'), ('Return Policy: ', 'View Return Policy')]"
2237,9SIA4REH880201,"ZOTAC GeForce RTX 3060-12GD6 PGF XGOC (LHR) Video Card,12GB 192-bit GDDR6,PCI Express 4.0,1×HDMI2.1 Interface, 3×DisplayPort1.4a Interface",ZOTAC,,,617.38,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES21120806YVT3FA.jpg,"[('Core Clock:', '1320 MHz'), ('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4a'), ('HDMI:', '1 x HDMI 2.1'), ('Model #: ', 'ZOTAC RTX 3060-12GD6 PGF XGOC LHR'), ('Item #: ', '9SIA4REH880201'), ('Return Policy: ', 'View Return Policy')]"
2238,9SIAFJ88V06881,Visiontek Radeon HD 7750 2GB 900614 GDDR5 6M (6 x Mini DP) Video Graphics Card,VisionTek,,,256.66,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A73M_131678115120469757HjJAl7mb6v.jpg,"[('DisplayPort:', '6 x Mini DisplayPort'), ('Chipset Manufacturer:', 'AMD'), ('Eyefinity Support:', 'Yes'), ('Thermal Design Power:', '120W'), ('Model #: ', 'dfsge4rtt44'), ('Item #: ', '9SIAFJ88V06881'), ('Return Policy: ', 'View Return Policy')]"
2239,9SIAUNCK0W0898,ASUS GeForce GTX 1650 SUPER Overclocked 4GB Phoenix Fan Edition HDMI DP DVI Graphics Card (PH-GTX1650S-O4G),ASUS,4.4,16,199.88,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-126-357-V01.jpg,"[('Core Clock:', '1530 MHz'), ('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '1 x DisplayPort 1.4'), ('DVI:', '1 x DVI-D'), ('Model #: ', 'PH-GTX1650S-O4G'), ('Return Policy: ', 'View Return Policy')]"
2240,9SIAZRPH7Y1776,Gigabyte GeForce GT 710 1GB Graphic Cards and Support PCI Express 2.0 X8 Bus Interface. Graphic Cards GV-N710D5-1GL REV2.0,GIGABYTE,,,55.35,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/ABXXD210322BGHL6.jpg,"[('Model #: ', 'GV-N710D5-1GL -zi3'), ('Return Policy: ', 'View Return Policy')]"
2241,9SIAFJ8A0V3931,VisionTek Products 900942 Radeon 7750 SFF 2GB GDDR5 2X DP Graphics Card,VisionTek,,,134.39,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A73M_131994453525377665cJdVLttSeW.jpg,"[('Chipset Manufacturer:', 'AMD'), ('Memory Interface:', '128-Bit'), ('Cooler:', 'Single Fan'), ('Model #: ', 'V*900942'), ('Item #: ', '9SIAFJ8A0V3931'), ('Return Policy: ', 'View Return Policy')]"
2242,9SIA4REJEM6286,EVGA GeForce GT 240 1GB DDR5 PCI Express 2.0 x16 Video Card 01G-P3-1246-LR,EVGA,+ 4,33,158.71,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-130-542-02.jpg,"[('Core Clock:', '550 MHz'), ('Max Resolution:', '2560 x 1600'), ('DVI:', '1 x DVI'), ('HDMI:', '1 x HDMI'), ('Model #: ', '01G-P3-1246-LR'), ('Item #: ', '9SIA4REJEM6286'), ('Return Policy: ', 'View Return Policy')]"
2243,9SIA4REJX06704,ZOTAC GeForce RTX 4060Ti-8GB HuiMieZhe OC HA 8GB GDDR6 128-bit 18 Gbps PCIE 4.0 Gaming Graphics Card,ZOTAC,,,569.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES2306160EYX9RC3.jpg,"[('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4a'), ('HDMI:', '1 x HDMI'), ('Card Dimensions (L x H):', '239 X 115 mm'), ('Model #: ', 'RTX 4060Ti-8GB HuiMieZhe OC HA'), ('Item #: ', '9SIA4REJX06704'), ('Return Policy: ', 'View Return Policy')]"
2244,9SIAUNCK0V9062,MSI Suprim X GeForce RTX 4080 16GB GDDR6X PCI Express 4.0 Video Card RTX 4080 16GB SUPRIM X,MSI,,,"1,649.90",$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES22111706KUJA1F.jpg,"[('Cooler:', 'Triple Fans'), ('Model #: ', 'MSI RTX 4080 16GB SUPRIM X'), ('Return Policy: ', 'View Return Policy')]"
2245,9SIA4REJSW3694,"Colorful Tomahawk RTX 4070 Ti Deluxe Edition Graphics Card,12G 192-Bit GDDR6X,PCI Express 4.0,Display Interfaces 1*HDMI,3*DP",Corn Electronics,,,"1,239.99",Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES23021506CUJ00B.jpg,"[('Core Clock:', '2235 MHz'), ('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort'), ('HDMI:', '1 x HDMI'), ('Model #: ', 'RTX 4070 Ti Deluxe Edition'), ('Item #: ', '9SIA4REJSW3694'), ('Return Policy: ', 'View Return Policy')]"
2246,9SIB7VEK0U8188,"ASUS TUF Gaming NVIDIA GeForce RTX 4070 OC Edition Gaming Graphics Card (PCIe 4.0, 12GB GDDR6X, HDMI 2.1, DisplayPort 1.4a)",ASUS,,,959.00,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/B7VES2307080Y8X3O48.jpg,"[('Model #: ', 'ASUSTUF-RTX4070-O12G-GAMING'), ('Item #: ', '9SIB7VEK0U8188'), ('Return Policy: ', 'View Return Policy')]"
2247,9SIA4REHXD8140,ASUS GT501 TUF GAMING Demon Slayer Limited Edition ARGB Chassis Computer Desktop Tempered Glass Micro ATX / ATX / ITX / E-ATX Mid Tower Case,ASUS,,,486.09,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES22082506NT9S66.jpg,"[('Cooler:', 'Triple Fans'), ('Model #: ', 'ASUS TUF GAMING GT501-Demon Slayer-A'), ('Item #: ', '9SIA4REHXD8140'), ('Return Policy: ', 'View Return Policy')]"
2248,9SIAXZZJUP4912,"MAXSUN AMD Radeon RX 580 8GB 2048SP GDDR5 Computer Video Graphics Card GPU for PC Gaming 256-Bit DirectX 12 DVI, HDMI, DisplayPort Multi Monitors Extend",MAXSUN,,,116.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AXZZS2304110IJAP727.jpg,"[('Core Clock:', '1168 MHz'), ('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort'), ('DVI:', '1 x DVI'), ('Model #: ', 'MS-RX5802048SPBIGMAC8G'), ('Item #: ', '9SIAXZZJUP4912'), ('Return Policy: ', 'View Return Policy')]"
2249,9SIA4REGC54287,"ASUS TUF-RTX3060TI-O8G-V2-GAMING(LHR) Video Card,8GB 256-bit GDDR6 PCI Express 4.0 x16,1785MHz Core Frequency,2×HDMI interface, 3×DisplayPort interface",ASUS,,,694.42,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES211102E900D.jpg,"[('Core Clock:', 'OC Mode: 1785 MHz Gaming Mode: 1755 MHz'), ('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4a'), ('HDMI:', '2 x HDMI 2.1'), ('Model #: ', 'ASUS TUF-RTX3060TI-O8G-V2-GAMING LHR'), ('Item #: ', '9SIA4REGC54287'), ('Return Policy: ', 'View Return Policy')]"
2250,9SIA4REJX06159,"ZOTAC RTX 4060Ti-8GB X-GAMING OC White 8GB GDDR6 128-bit 18 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling",ZOTAC,,,629.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES2306160E6ITP64.jpg,"[('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4a'), ('HDMI:', '1 x HDMI'), ('Card Dimensions (L x H):', '303 X 121 mm'), ('Model #: ', 'RTX 4060Ti-8GB X-GAMING OC White'), ('Item #: ', '9SIA4REJX06159'), ('Return Policy: ', 'View Return Policy')]"
2251,9SIAD6H5ES4756,"Visiontek Radeon 6350 SFF 1GB DDR3 3M DMS59 (2 x DVI-I, miniDP) w/ 2 x DVI-I to VGA Adapter, 900456",VisionTek,+ 5,2,97.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-129-220-02.jpg,"[('DisplayPort:', '1 x Mini DisplayPort'), ('DirectX:', 'DirectX 11'), ('Chipset Manufacturer:', 'AMD'), ('OpenGL:', 'OpenGL 4.1'), ('Model #: ', '900456'), ('Return Policy: ', 'View Return Policy')]"
2252,9SIAYTVJ7R3668,EVGA GeForce GTX 1660 Super 6GB SC Ultra Gaming Video Graphics Card GPU,EVGA,,,274.99,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/ADFRS211206p1K5X.jpg,"[('Chipset Manufacturer:', 'NVIDIA'), ('GPU Series:', 'NVIDIA GeForce GTX 16 Series'), ('Cooler:', 'Double Fans'), ('Model #: ', 'EVGA 06G-P4-1068-KR New'), ('Return Policy: ', 'View Return Policy')]"
2253,9SIB7VEH0X1336,"ZOTAC Gaming GeForce RTX 3060 Twin Edge OC 12GB GDDR6 192-bit 15 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Cooling, Active Fan Control, Freeze Fan Stop ZT-A30600H-10M",ZOTAC,,,529.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AKEXS21080180VRn.jpg,"[('Model #: ', 'ZOTAC RTX 3060 Twin Edge OC'), ('Return Policy: ', 'View Return Policy')]"
2254,9SIA4REJST4819,AX Gaming New GEFORCE RTX 4080 X3W 16GB Graphics Card GDDR6X 256bit NVIDIA GPU Video Cards,Corn Electronics,,,"1,679.99",Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES2302100HWB37D2.jpg,"[('Core Clock:', '2505 MHz'), ('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4'), ('HDMI:', '1 x HDMI 2.1'), ('Model #: ', 'GEFORCE RTX 4080 X3W 16GB'), ('Item #: ', '9SIA4REJST4819'), ('Return Policy: ', 'View Return Policy')]"
2255,9SIBK1AJT18524,GIGABYTE GeForce GTX 1050 2GB GDDR5 PCI Express 3.0 x16 ATX Video Cards GV-N1050D5-2GD,GIGABYTE,+ 3,3,189.74,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-125-920-01.jpg,"[('Core Clock:', '1379 MHz in OC Mode\n1354 MHz in Gaming'), ('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '1 x DisplayPort 1.4'), ('DVI:', '1 x Dual-Link DVI-D'), ('Model #: ', 'GV-N1050D5-2GD'), ('Return Policy: ', 'View Return Policy')]"
2256,9SIA4REH878075,ASUS Dual GeForce RTX 2080 SUPER 8GB GDDR6 PCI Express 3.0 SLI Support Video Card DUAL-RTX2080S-8G-EVO-V2,ASUS,,,"1,374.99",Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/APMXS210729n85qv.jpg,"[('Model #: ', 'DUAL-RTX2080S-8G-EVO-V2'), ('Item #: ', '9SIA4REH878075'), ('Return Policy: ', 'View Return Policy')]"
2257,9SIA4REJSW0275,"Colorful iGame GeForce RTX 4080 Ultra W OC,16G 256-Bit GDDR6X,BDLSS 3 Game Light Chasing Graphics Card,Display interface 3*DP,1*HDMI",Corn Electronics,,,"1,649.99",Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES230214047R3RB7.jpg,"[('Core Clock:', '2205 MHz'), ('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort'), ('HDMI:', '1 x HDMI'), ('Model #: ', 'RTX 4080 Ultra W OC'), ('Item #: ', '9SIA4REJSW0275'), ('Return Policy: ', 'View Return Policy')]"
2258,9SIB7VEJZA4767,"ZOTAC RTX 3070Ti-8G6X PGF GOC (LHR) Video Card,8GB 256-bit GDDR6X,Boost 1830 MHz, PCI Express 4.0,1×HDMI2.1 Interface, 2×DisplayPort1.4a Interface",ZOTAC,,,759.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/B7VES2306190QCW6GFA.jpg,"[('Model #: ', 'BEZOTAC RTX3070Ti-8G6X PGF GOC'), ('Item #: ', '9SIB7VEJZA4767'), ('Return Policy: ', 'View Return Policy')]"
2259,9SIARPHJWJ1906,"SAPPHIRE NITRO+ AMD RADEON RX 6900 XT OC Gaming Graphics Card WITH 16GB GDDR6, 11308-01-20G",Sapphire Tech,4.2,42,"1,399.99",$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-202-395-01.jpg,"[('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4'), ('HDMI:', '1 x HDMI 2.1'), ('Card Dimensions (L x H):', '12.20"" x 5.29""'), ('Model #: ', '11308-01-20G'), ('Return Policy: ', 'View Return Policy')]"
2260,9SIA4REJT29102,"JONSBO VC-20 PLUS GPU Brace , Graphics card holder , Adjustable height Support Jack Stand design, Anodized Aluminum, Telescopic Screw Design for 4090 4080 7900XT",Corn Electronics,,,18.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES2302240JF0TR2D.jpg,"[('Cooler:', 'Fanless'), ('Model #: ', 'VC-20 PLUS'), ('Item #: ', '9SIA4REJT29102'), ('Return Policy: ', 'View Return Policy')]"
2261,9SIA4REJX06381,"ZOTAC RTX 4060Ti-8GB X-GAMING OC Blue 8GB GDDR6 128-bit 18 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling",ZOTAC,,,599.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES2306160EC7O9FA.jpg,"[('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4a'), ('HDMI:', '1 x HDMI'), ('Card Dimensions (L x H):', '303 X 121 mm'), ('Model #: ', 'RTX 4060Ti-8GB X-GAMING OC Blue'), ('Item #: ', '9SIA4REJX06381'), ('Return Policy: ', 'View Return Policy')]"
2262,9SIARPHJK14380,"ASUS Radeon RX 580 8GB GDDR5 CrossFireX Support Video Card ROG-RX580-2048SP-8G -OEM Packaging, BrandNew, Without Box, No Warranty",ASUS,,,312.89,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/APBUS210624CKjLD.jpg,"[('Model #: ', 'WBH2-37'), ('Item #: ', '9SIARPHJK14380'), ('Return Policy: ', 'View Return Policy')]"
2263,9SIAD6HGZ42628,ASUS Dual GeForce RTX 2060 EVO OC Edition 12GB GDDR6 features two powerful Axial-tech fans for AAA gaming performance and ray tracing Graphics Card (DUAL-RTX2060-O12G-EVO),ASUS,,,506.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AWKTS2112270L47TR6D.jpg,"[('Max Resolution:', 'Digital Max Resolution 7680 x 4320'), ('Card Dimensions (L x H):', '9.53 x 5.12 x 2.09 inch'), ('Game Clock:', '1680 MHz'), ('CUDA Cores:', '2176 Cores'), ('Model #: ', 'DUAL-RTX2060-O12G-EVO'), ('Return Policy: ', 'View Return Policy')]"
2264,9SIAUNCK0V7894,"MAXSUN GeForce RTX 4090 Turbo 24G Graphics Card,24G 384-Bit GDDR6X,PCI Express 4.0,Display Interfaces 1*HDMI,3*DP",MAXSUN,,,"2,189.90",$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES2306190CLQ2846.jpg,"[('Core Clock:', '2235 MHz'), ('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4a'), ('HDMI:', '1 x HDMI 2.1'), ('Model #: ', 'RTX 4090 Turbo 24G'), ('Return Policy: ', 'View Return Policy')]"
2265,9SIA4REHDE6337,"ZOTAC GeForce GTX1650-4GD6 Thunderbolt TSI Graphics Card, 4GB 128-bit GDDR6, Support PCI Express 3.0,1×HDMI Interface, 1×DVI-D Interface, 1×DisplayPort Interface",ZOTAC,,,293.55,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES2201050HLVWYCC.jpg,"[('Core Clock:', '1410 MHz'), ('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '1 x DisplayPort 1.4'), ('DVI:', '1 x DVI'), ('Model #: ', 'ZOTAC GTX1650-4GD6 Thunderbolt TSI'), ('Item #: ', '9SIA4REHDE6337'), ('Return Policy: ', 'View Return Policy')]"
